timestamp,close,high,low,open,volume
,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
2025-01-15,23213.19921875,23293.650390625,23146.44921875,23250.44921875,228000
2025-01-16,23311.80078125,23391.650390625,23272.05078125,23377.25,299400
2025-01-17,23203.19921875,23292.099609375,23100.349609375,23277.099609375,272900
2025-01-20,23344.75,23391.099609375,23170.650390625,23290.400390625,301500
2025-01-21,23024.650390625,23426.30078125,22976.849609375,23421.650390625,312900
2025-01-22,23155.349609375,23169.55078125,22981.30078125,23099.150390625,276000
2025-01-23,23205.349609375,23270.80078125,23090.650390625,23128.30078125,275600
2025-01-24,23092.19921875,23347.30078125,23050.0,23183.900390625,264300
2025-01-27,22829.150390625,23007.44921875,22786.900390625,22940.150390625,257400
2025-01-28,22957.25,23137.94921875,22857.650390625,22960.44921875,361900
2025-01-29,23163.099609375,23183.349609375,22976.5,23026.75,226300
2025-01-30,23249.5,23322.05078125,23139.19921875,23169.5,361900
2025-01-31,23508.400390625,23546.80078125,23277.400390625,23296.75,304900
2025-02-01,23482.150390625,23632.44921875,23318.30078125,23528.599609375,281000
2025-02-03,23361.05078125,23381.599609375,23222.0,23319.349609375,329700
2025-02-04,23739.25,23762.75,23423.150390625,23509.900390625,376700
2025-02-05,23696.30078125,23807.30078125,23680.44921875,23801.75,267000
2025-02-06,23603.349609375,23773.55078125,23556.25,23761.94921875,307000
2025-02-07,23559.94921875,23694.5,23443.19921875,23649.5,368100
2025-02-10,23381.599609375,23568.599609375,23316.30078125,23543.80078125,234200
2025-02-11,23071.80078125,23390.05078125,22986.650390625,23383.55078125,268000
2025-02-12,23045.25,23144.69921875,22798.349609375,23050.80078125,279700
2025-02-13,23031.400390625,23235.5,22992.19921875,23055.75,265700
2025-02-14,22929.25,23133.69921875,22774.849609375,23096.44921875,254500
2025-02-17,22959.5,22974.19921875,22725.44921875,22809.900390625,207400
2025-02-18,22945.30078125,22992.5,22801.5,22963.650390625,210600
2025-02-19,22932.900390625,23049.94921875,22814.849609375,22847.25,207000
2025-02-20,22913.150390625,22923.849609375,22812.75,22821.099609375,240800
2025-02-21,22795.900390625,22921.0,22720.30078125,22857.19921875,242800
2025-02-24,22553.349609375,22668.05078125,22518.80078125,22609.349609375,214300
2025-02-25,22547.55078125,22625.30078125,22513.900390625,22516.44921875,250300
2025-02-27,22545.05078125,22613.30078125,22508.400390625,22568.94921875,289200
2025-02-28,22124.69921875,22450.349609375,22104.849609375,22433.400390625,551300
2025-03-03,22119.30078125,22261.55078125,22004.69921875,22194.55078125,282400
2025-03-04,22082.650390625,22105.05078125,21964.599609375,21974.44921875,253300
2025-03-05,22337.30078125,22394.900390625,22067.80078125,22073.05078125,305900
2025-03-06,22544.69921875,22556.44921875,22245.849609375,22476.349609375,372100
2025-03-07,22552.5,22633.80078125,22464.75,22508.650390625,289800
2025-03-10,22460.30078125,22676.75,22429.05078125,22521.849609375,293900
2025-03-11,22497.900390625,22522.099609375,22314.69921875,22345.94921875,347900
2025-03-12,22470.5,22577.400390625,22329.55078125,22536.349609375,369700
2025-03-13,22397.19921875,22558.05078125,22377.349609375,22541.5,287500
2025-03-17,22508.75,22577.0,22353.150390625,22353.150390625,251100
2025-03-18,22834.30078125,22857.80078125,22599.19921875,22662.25,272600
2025-03-19,22907.599609375,22940.69921875,22807.94921875,22874.94921875,324000
2025-03-20,23190.650390625,23216.69921875,22973.94921875,23036.599609375,313700
2025-03-21,23350.400390625,23402.69921875,23132.80078125,23168.25,541000
2025-03-24,23658.349609375,23708.75,23433.5,23515.400390625,311900
2025-03-25,23668.650390625,23869.599609375,23601.400390625,23751.5,338200
2025-03-26,23486.849609375,23736.5,23451.69921875,23700.94921875,278600
2025-03-27,23591.94921875,23646.44921875,23412.19921875,23433.94921875,510300
2025-03-28,23519.349609375,23649.19921875,23450.19921875,23600.400390625,295400
2025-04-01,23165.69921875,23565.150390625,23136.400390625,23341.099609375,314300
2025-04-02,23332.349609375,23350.0,23158.44921875,23192.599609375,341000
2025-04-03,23250.099609375,23306.5,23145.80078125,23150.30078125,283200
2025-04-04,22904.44921875,23214.69921875,22857.44921875,23190.400390625,466800
2025-04-07,22161.599609375,22254.0,21743.650390625,21758.400390625,647100
2025-04-08,22535.849609375,22697.19921875,22270.849609375,22446.75,468300
2025-04-09,22399.150390625,22468.69921875,22353.25,22460.30078125,383800
2025-04-11,22828.55078125,22923.900390625,22695.400390625,22695.400390625,402200
2025-04-15,23328.55078125,23368.349609375,23207.0,23368.349609375,388300
2025-04-16,23437.19921875,23452.19921875,23273.05078125,23344.099609375,348400
2025-04-17,23851.650390625,23872.349609375,23298.55078125,23401.849609375,505300
2025-04-21,24125.55078125,24189.55078125,23903.650390625,23949.150390625,406100
2025-04-22,24167.25,24242.599609375,24072.0,24185.400390625,440900
2025-04-23,24328.94921875,24359.30078125,24119.94921875,24357.599609375,415000
2025-04-24,24246.69921875,24347.849609375,24216.150390625,24277.900390625,358800
2025-04-25,24039.349609375,24365.44921875,23847.849609375,24289.0,387700
2025-04-28,24328.5,24355.099609375,24054.05078125,24070.25,320500
2025-04-29,24335.94921875,24457.650390625,24290.75,24370.69921875,357600
2025-04-30,24334.19921875,24396.150390625,24198.75,24342.05078125,424500
2025-05-02,24346.69921875,24589.150390625,24238.5,24311.900390625,421100
2025-05-05,24461.150390625,24526.400390625,24400.650390625,24419.5,291500
2025-05-06,24379.599609375,24509.650390625,24331.80078125,24500.75,302400
2025-05-07,24414.400390625,24449.599609375,24220.0,24233.30078125,330100
2025-05-08,24273.80078125,24447.25,24150.19921875,24431.5,411400
2025-05-09,24008.0,24164.25,23935.75,23935.75,335600
2025-05-12,24924.69921875,24944.80078125,24378.849609375,24420.099609375,368700
2025-05-13,24578.349609375,24973.80078125,24547.5,24864.05078125,423000
2025-05-14,24666.900390625,24767.55078125,24535.55078125,24613.80078125,345500
2025-05-15,25062.099609375,25116.25,24494.44921875,24694.44921875,500800
2025-05-16,25019.80078125,25070.0,24953.05078125,25064.650390625,432700
2025-05-19,24945.44921875,25062.94921875,24916.650390625,25005.349609375,255300
2025-05-20,24683.900390625,25010.349609375,24669.69921875,24996.19921875,414800
2025-05-21,24813.44921875,24946.19921875,24685.349609375,24744.25,332700
2025-05-22,24609.69921875,24737.5,24462.400390625,24733.94921875,403300
2025-05-23,24853.150390625,24909.05078125,24614.05078125,24639.5,270500
2025-05-26,25001.150390625,25079.19921875,24900.5,24919.349609375,302800
2025-05-27,24826.19921875,25062.900390625,24704.099609375,24956.650390625,525700
2025-05-28,24752.44921875,24864.25,24737.05078125,24832.5,684400
2025-05-29,24833.599609375,24892.599609375,24677.30078125,24825.099609375,345400
2025-05-30,24750.69921875,24863.94921875,24717.400390625,24812.599609375,853900
2025-06-02,24716.599609375,24754.400390625,24526.150390625,24669.69921875,311100
2025-06-03,24542.5,24845.099609375,24502.150390625,24786.30078125,349300
2025-06-04,24620.19921875,24644.25,24530.44921875,24560.44921875,280900
2025-06-05,24750.900390625,24899.849609375,24613.099609375,24691.19921875,388400
2025-06-06,25003.05078125,25029.5,24671.44921875,24748.69921875,335600
2025-06-09,25103.19921875,25160.099609375,25077.150390625,25160.099609375,279200
2025-06-10,25104.25,25199.30078125,25055.44921875,25196.05078125,307300
2025-06-11,25141.400390625,25222.400390625,25081.30078125,25134.150390625,301200
2025-06-12,24888.19921875,25196.19921875,24825.900390625,25164.44921875,328300
2025-06-13,24718.599609375,24754.349609375,24473.0,24473.0,318700
2025-06-16,24946.5,24967.099609375,24703.599609375,24732.349609375,305800
2025-06-17,24853.400390625,24982.05078125,24813.69921875,24977.849609375,242400
2025-06-18,24812.05078125,24947.55078125,24750.44921875,24788.349609375,237600
2025-06-19,24793.25,24863.099609375,24733.400390625,24803.25,274600
2025-06-20,25112.400390625,25136.19921875,24783.650390625,24787.650390625,574700
2025-06-23,24971.900390625,25057.0,24824.849609375,24939.75,248500
2025-06-24,25044.349609375,25317.69921875,24999.69921875,25179.900390625,450200
2025-06-25,25244.75,25266.80078125,25125.05078125,25150.349609375,260600
2025-06-26,25549.0,25565.30078125,25259.900390625,25268.94921875,428900
2025-06-27,25637.80078125,25654.19921875,25523.55078125,25576.650390625,564000
2025-06-30,25517.05078125,25669.349609375,25473.30078125,25661.650390625,271000
2025-07-01,25541.80078125,25593.400390625,25501.80078125,25551.349609375,260700
2025-07-02,25453.400390625,25608.099609375,25378.75,25588.30078125,309800
2025-07-03,25405.30078125,25587.5,25384.349609375,25505.099609375,293400
2025-07-04,25461.0,25470.25,25331.650390625,25428.849609375,193500
2025-07-07,25461.30078125,25489.80078125,25407.25,25450.44921875,196100
2025-07-08,25522.5,25548.05078125,25424.150390625,25427.849609375,210400
2025-07-09,25476.099609375,25548.69921875,25424.349609375,25514.599609375,239100
2025-07-10,25355.25,25524.05078125,25340.44921875,25511.650390625,219600
2025-07-11,25149.849609375,25322.44921875,25129.0,25255.5,250000
2025-07-14,25082.30078125,25151.099609375,25001.94921875,25149.5,259500
2025-07-15,25195.80078125,25245.19921875,25088.44921875,25089.5,241300
2025-07-16,25212.05078125,25255.30078125,25121.05078125,25196.599609375,228800
2025-07-17,25111.44921875,25238.349609375,25101.0,25230.75,243400
2025-07-18,24968.400390625,25144.599609375,24918.650390625,25108.55078125,317000
2025-07-21,25090.69921875,25111.400390625,24882.30078125,24999.0,305200
2025-07-22,25060.900390625,25182.0,25035.55078125,25166.650390625,483700
2025-07-23,25219.900390625,25233.5,25085.5,25139.349609375,271500
2025-07-24,25062.099609375,25246.25,25018.69921875,25243.30078125,338700
2025-07-25,24837.0,25010.349609375,24806.349609375,25010.349609375,278100
2025-07-28,24680.900390625,24889.19921875,24646.599609375,24782.44921875,262100
2025-07-29,24821.099609375,24847.150390625,24598.599609375,24609.650390625,284700
2025-07-30,24855.05078125,24902.30078125,24771.94921875,24890.400390625,243900
2025-07-31,24768.349609375,24956.5,24635.0,24642.25,346300
2025-08-01,24565.349609375,24784.150390625,24535.05078125,24734.900390625,263400
2025-08-04,24722.75,24736.25,24554.0,24596.05078125,259300
2025-08-05,24649.55078125,24733.099609375,24590.30078125,24720.25,251800
2025-08-06,24574.19921875,24671.400390625,24539.19921875,24641.349609375,225100
2025-08-07,24596.150390625,24634.19921875,24344.150390625,24464.19921875,616700
2025-08-08,24363.30078125,24585.5,24337.5,24544.25,312600
2025-08-11,24585.05078125,24600.849609375,24347.44921875,24371.5,241100
2025-08-12,24487.400390625,24702.599609375,24465.650390625,24563.349609375,237000
2025-08-13,24619.349609375,24664.55078125,24535.25,24586.19921875,236000
2025-08-14,24631.30078125,24673.650390625,24596.900390625,24607.25,270200
2025-08-18,24876.94921875,25022.0,24852.849609375,24938.19921875,363100
2025-08-19,24980.650390625,25012.650390625,24873.94921875,24891.349609375,252300
2025-08-20,25050.55078125,25088.69921875,24929.69921875,24965.80078125,287100
2025-08-21,25083.75,25153.650390625,25054.900390625,25142.0,226500
2025-08-22,24870.099609375,25084.849609375,24859.150390625,25064.150390625,210200
2025-08-25,24967.75,25021.55078125,24894.349609375,24949.150390625,213000
2025-08-26,24712.05078125,24919.650390625,24689.599609375,24899.5,750500
2025-08-28,24500.900390625,24702.650390625,24481.599609375,24695.80078125,326600
2025-08-29,24426.849609375,24572.44921875,24404.69921875,24466.69921875,325500
2025-09-01,24625.05078125,24635.599609375,24432.69921875,24432.69921875,229300
2025-09-02,24579.599609375,24756.099609375,24522.349609375,24653.0,271600
2025-09-03,24715.05078125,24737.05078125,24533.19921875,24616.5,340300
2025-09-04,24734.30078125,24980.75,24708.19921875,24980.75,314100
2025-09-05,24741.0,24832.349609375,24621.599609375,24818.849609375,210100
2025-09-08,24773.150390625,24885.5,24751.55078125,24802.599609375,213200
2025-09-09,24868.599609375,24891.80078125,24814.0,24864.099609375,226900
2025-09-10,24973.099609375,25035.69921875,24915.05078125,24991.0,244100
2025-09-11,25005.5,25037.30078125,24940.150390625,24945.5,224600
2025-09-12,25114.0,25139.44921875,25038.05078125,25074.44921875,225700
2025-09-15,25069.19921875,25138.44921875,25048.75,25118.900390625,185400
2025-09-16,25239.099609375,25261.400390625,25070.44921875,25073.599609375,240100
2025-09-17,25330.25,25346.5,25275.349609375,25276.599609375,268900
2025-09-18,25423.599609375,25448.94921875,25329.75,25441.05078125,272200
2025-09-19,25327.05078125,25428.75,25286.30078125,25410.19921875,380400
2025-09-22,25202.349609375,25331.69921875,25151.05078125,25238.099609375,254500
2025-09-23,25169.5,25261.900390625,25084.650390625,25209.0,299200
2025-09-24,25056.900390625,25149.849609375,25027.44921875,25108.75,244400
2025-09-25,24890.849609375,25092.69921875,24878.30078125,25034.5,342500
2025-09-26,24654.69921875,24868.599609375,24629.44921875,24818.55078125,291500
2025-09-29,24634.900390625,24791.30078125,24606.19921875,24728.55078125,394400
2025-09-30,24611.099609375,24731.80078125,24587.69921875,24691.94921875,303000
