timestamp,close,high,low,open,volume,open_interest
,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,
2025-10-24 03:45:00+00:00,25876.65158203125,25965.240082031247,25871.89683203125,25965.240082031247,0,10000
2025-10-24 03:50:00+00:00,25911.886,25918.29279101562,25866.24079101562,25877.001541015623,0,10000
2025-10-24 03:55:00+00:00,25912.286791015624,25919.19408203125,25885.3595,25912.187082031247,0,10000
2025-10-24 04:00:00+00:00,25901.27579101562,25913.487208984374,25890.364499999996,25911.73545898437,0,10000
2025-10-24 04:05:00+00:00,25940.215082031245,25940.61391796875,25888.413332031247,25902.02654101562,0,10000
2025-10-24 04:10:00+00:00,25929.403499999997,25939.21408203125,25909.33266796875,25939.112417968747,0,10000
2025-10-24 04:15:00+00:00,25909.082417968748,25930.054541015623,25907.831167968747,25929.403499999997,0,10000
2025-10-24 04:20:00+00:00,25891.166082031246,25909.633749999997,25889.96370898437,25909.633749999997,0,10000
2025-10-24 04:25:00+00:00,25918.992708984373,25919.893999999997,25891.064417968748,25891.564917968746,0,10000
2025-10-24 04:30:00+00:00,25911.786291015622,25927.80229101562,25910.583917968746,25919.092417968746,0,10000
2025-10-24 04:35:00+00:00,25927.202082031246,25928.55304101562,25906.830167968747,25911.485208984373,0,10000
2025-10-24 04:40:00+00:00,25902.075417968746,25928.903,25899.723458984372,25926.80129101562,0,10000
2025-10-24 04:45:00+00:00,25860.23479101562,25901.625749999996,25860.23479101562,25901.625749999996,0,10000
2025-10-24 04:50:00+00:00,25862.58675,25870.694458984373,25850.774167968746,25860.735291015622,0,10000
2025-10-24 04:55:00+00:00,25852.776167968746,25869.093249999998,25847.921708984373,25863.087249999997,0,10000
2025-10-24 05:00:00+00:00,25857.982541015623,25860.334499999997,25842.165958984373,25852.477041015623,0,10000
2025-10-24 05:05:00+00:00,25856.179958984372,25865.939708984373,25855.229791015623,25858.68245898437,0,10000
2025-10-24 05:10:00+00:00,25845.620582031246,25856.279667968745,25837.26066796875,25856.279667968745,0,10000
2025-10-24 05:15:00+00:00,25852.326499999996,25853.72829101562,25836.361332031247,25846.070249999997,0,10000
2025-10-24 05:20:00+00:00,25849.673458984373,25857.132082031247,25845.819999999996,25852.377332031247,0,10000
2025-10-24 05:25:00+00:00,25850.875832031248,25851.325499999995,25838.46304101562,25849.474041015623,0,10000
2025-10-24 05:30:00+00:00,25847.22179101562,25858.082249999996,25841.565749999998,25850.424208984372,0,10000
2025-10-24 05:35:00+00:00,25836.86183203125,25855.63058203125,25822.296499999997,25845.919708984373,0,10000
2025-10-24 05:40:00+00:00,25853.128082031246,25861.284667968746,25826.45104101562,25837.862832031245,0,10000
2025-10-24 05:45:00+00:00,25842.165958984373,25854.979541015622,25836.86183203125,25852.127082031246,0,10000
2025-10-24 05:50:00+00:00,25853.427208984373,25856.279667968745,25836.961541015622,25842.265667968746,0,10000
2025-10-24 05:55:00+00:00,25827.651458984372,25853.327499999996,25825.700291015622,25853.327499999996,0,10000
2025-10-24 06:00:00+00:00,25837.962541015622,25838.46304101562,25809.53375,25827.150958984374,0,10000
2025-10-24 06:05:00+00:00,25838.562749999997,25850.574749999996,25825.799999999996,25837.862832031245,0,10000
2025-10-24 06:10:00+00:00,25862.936708984373,25865.23979101562,25837.362332031247,25838.61358203125,0,10000
2025-10-24 06:15:00+00:00,25859.282667968746,25873.046417968748,25858.983541015623,25862.737291015623,0,10000
2025-10-24 06:20:00+00:00,25859.333499999997,25876.350499999997,25857.530917968747,25859.384332031248,0,10000
2025-10-24 06:25:00+00:00,25847.622582031247,25864.688458984372,25847.520917968748,25858.883832031246,0,10000
2025-10-24 06:30:00+00:00,25847.472041015622,25854.027417968748,25840.914708984372,25846.97154101562,0,10000
2025-10-24 06:35:00+00:00,25877.852,25878.301667968746,25846.670458984372,25848.12308203125,0,10000
2025-10-24 06:40:00+00:00,25876.299667968746,25883.707458984372,25870.94470898437,25877.001541015623,0,10000
2025-10-24 06:45:00+00:00,25866.090249999997,25878.50304101562,25864.088249999997,25876.100249999996,0,10000
2025-10-24 06:50:00+00:00,25894.06741796875,25894.268791015624,25863.738291015623,25866.14108203125,0,10000
2025-10-24 06:55:00+00:00,25869.394332031246,25900.573917968748,25867.492041015623,25893.71745898437,0,10000
2025-10-24 07:00:00+00:00,25862.68645898437,25871.544917968746,25857.231791015623,25869.243791015622,0,10000
2025-10-24 07:05:00+00:00,25877.752291015622,25878.753291015622,25862.23679101562,25864.489041015622,0,10000
2025-10-24 07:10:00+00:00,25868.291667968748,25879.003541015623,25852.826999999997,25877.351499999997,0,10000
2025-10-24 07:15:00+00:00,25861.78516796875,25871.544917968746,25861.136082031247,25866.99154101562,0,10000
2025-10-24 07:20:00+00:00,25842.566749999998,25863.837999999996,25840.365332031248,25860.885832031247,0,10000
2025-10-24 07:25:00+00:00,25836.509917968746,25847.3215,25831.805999999997,25842.566749999998,0,10000
2025-10-24 07:30:00+00:00,25848.723291015624,25849.923708984374,25833.608582031247,25836.560749999997,0,10000
2025-10-24 07:35:00+00:00,25843.266667968746,25851.575749999996,25832.806999999997,25848.572749999996,0,10000
2025-10-24 07:40:00+00:00,25851.775167968746,25852.776167968746,25839.814,25842.515917968747,0,10000
2025-10-24 07:45:00+00:00,25836.310499999996,25856.93070898437,25828.052249999997,25852.226791015622,0,10000
2025-10-24 07:50:00+00:00,25818.593582031248,25843.166958984373,25815.238667968748,25835.409208984373,0,10000
2025-10-24 07:55:00+00:00,25797.2715,25823.698291015622,25796.170791015622,25818.593582031248,0,10000
2025-10-24 08:00:00+00:00,25781.65629101562,25810.585582031246,25781.65629101562,25796.770999999997,0,10000
2025-10-24 08:05:00+00:00,25761.735999999997,25799.87370898437,25758.283332031246,25781.306332031247,0,10000
2025-10-24 08:10:00+00:00,25750.124791015623,25771.29633203125,25747.721999999998,25762.185667968748,0,10000
2025-10-24 08:15:00+00:00,25755.729999999996,25763.237499999996,25749.072958984372,25750.124791015623,0,10000
2025-10-24 08:20:00+00:00,25765.64029101562,25765.64029101562,25744.369041015623,25755.880541015624,0,10000
2025-10-24 08:25:00+00:00,25765.339208984373,25772.997249999997,25753.878541015623,25765.790832031245,0,10000
2025-10-24 08:30:00+00:00,25769.59345898437,25772.047082031248,25759.483749999996,25765.18866796875,0,10000
2025-10-24 08:35:00+00:00,25770.443917968747,25778.90354101562,25761.935417968747,25769.744,0,10000
2025-10-24 08:40:00+00:00,25781.155791015623,25800.174791015623,25770.295332031248,25770.344208984374,0,10000
2025-10-24 08:45:00+00:00,25789.263499999997,25799.074082031246,25780.254499999995,25781.155791015623,0,10000
2025-10-24 08:50:00+00:00,25790.41504101562,25799.324332031247,25775.300332031245,25789.263499999997,0,10000
2025-10-24 08:55:00+00:00,25801.375208984373,25805.478917968747,25787.711167968748,25790.113958984373,0,10000
2025-10-24 09:00:00+00:00,25785.159791015623,25810.085082031248,25782.956417968748,25802.125958984372,0,10000
2025-10-24 09:05:00+00:00,25776.301332031246,25799.82483203125,25774.14879101562,25784.107958984372,0,10000
2025-10-24 09:10:00+00:00,25778.2525,25784.40904101562,25773.648291015623,25775.550582031246,0,10000
2025-10-24 09:15:00+00:00,25772.746999999996,25788.762999999995,25766.84070898437,25777.35120898437,0,10000
2025-10-24 09:20:00+00:00,25774.248499999998,25775.098958984374,25763.687167968747,25773.29833203125,0,10000
2025-10-24 09:25:00+00:00,25769.843708984372,25777.90254101562,25765.438917968746,25774.49875,0,10000
2025-10-24 09:30:00+00:00,25819.844832031245,25829.15295898437,25771.194667968746,25771.194667968746,0,10000
2025-10-24 09:35:00+00:00,25830.605582031247,25831.856832031248,25819.344332031247,25820.493917968746,0,10000
2025-10-24 09:40:00+00:00,25825.299499999997,25833.557749999996,25813.688291015624,25832.15595898437,0,10000
2025-10-24 09:45:00+00:00,25830.754167968746,25831.40520898437,25824.099082031247,25824.748167968748,0,10000
2025-10-24 09:50:00+00:00,25822.245667968746,25835.05925,25817.541749999997,25830.455041015623,0,10000
2025-10-24 09:55:00+00:00,25823.246667968746,25830.50391796875,25815.94054101562,25823.197791015624,0,10000
2025-10-27 03:45:00+00:00,25887.261791015622,25903.477208984372,25853.92770898437,25877.801167968748,0,10000
2025-10-27 03:50:00+00:00,25906.830167968747,25908.78329101562,25888.712458984373,25888.712458984373,0,10000
2025-10-27 03:55:00+00:00,25914.939832031247,25916.890999999996,25893.117249999996,25905.97970898437,0,10000
2025-10-27 04:00:00+00:00,25922.447332031246,25925.14925,25906.830167968747,25915.039541015623,0,10000
