timestamp,close_spot,high_spot,low_spot,open_spot,volume_spot,close_fut,high_fut,low_fut,open_fut,volume_fut,open_interest_x,LTP,IV,open_interest_y,volume
2025-10-24 03:45:00+00:00,25850.80078125,25939.30078125,25846.05078125,25939.30078125,0,25876.65158203125,25965.240082031247,25871.89683203125,25965.240082031247,0,10000.0,,,,
2025-10-24 03:50:00+00:00,25886.0,25892.400390625,25840.400390625,25851.150390625,0,25911.886,25918.29279101562,25866.24079101562,25877.001541015623,0,10000.0,,,,
2025-10-24 03:55:00+00:00,25886.400390625,25893.30078125,25859.5,25886.30078125,0,25912.286791015624,25919.19408203125,25885.3595,25912.187082031247,0,10000.0,,,,
2025-10-24 04:00:00+00:00,25875.400390625,25887.599609375,25864.5,25885.849609375,0,25901.27579101562,25913.487208984374,25890.364499999996,25911.73545898437,0,10000.0,,,,
2025-10-24 04:05:00+00:00,25914.30078125,25914.69921875,25862.55078125,25876.150390625,0,25940.215082031245,25940.61391796875,25888.413332031247,25902.02654101562,0,10000.0,,,,
2025-10-24 04:10:00+00:00,25903.5,25913.30078125,25883.44921875,25913.19921875,0,25929.4035,25939.21408203125,25909.33266796875,25939.112417968747,0,10000.0,,,,
2025-10-24 04:15:00+00:00,25883.19921875,25904.150390625,25881.94921875,25903.5,0,25909.082417968748,25930.054541015623,25907.831167968747,25929.403499999997,0,10000.0,,,,
2025-10-24 04:20:00+00:00,25865.30078125,25883.75,25864.099609375,25883.75,0,25891.166082031246,25909.633749999997,25889.96370898437,25909.633749999997,0,10000.0,,,,
2025-10-24 04:25:00+00:00,25893.099609375,25894.0,25865.19921875,25865.69921875,0,25918.992708984373,25919.893999999997,25891.064417968748,25891.564917968746,0,10000.0,,,,
2025-10-24 04:30:00+00:00,25885.900390625,25901.900390625,25884.69921875,25893.19921875,0,25911.786291015625,25927.80229101562,25910.583917968746,25919.092417968746,0,10000.0,,,,
2025-10-24 04:35:00+00:00,25901.30078125,25902.650390625,25880.94921875,25885.599609375,0,25927.202082031246,25928.55304101562,25906.830167968747,25911.485208984373,0,10000.0,,,,
2025-10-24 04:40:00+00:00,25876.19921875,25903.0,25873.849609375,25900.900390625,0,25902.075417968743,25928.903,25899.723458984372,25926.80129101562,0,10000.0,,,,
2025-10-24 04:45:00+00:00,25834.400390625,25875.75,25834.400390625,25875.75,0,25860.23479101562,25901.625749999996,25860.23479101562,25901.625749999996,0,10000.0,,,,
2025-10-24 04:50:00+00:00,25836.75,25844.849609375,25824.94921875,25834.900390625,0,25862.58675,25870.694458984373,25850.774167968746,25860.735291015622,0,10000.0,,,,
2025-10-24 04:55:00+00:00,25826.94921875,25843.25,25822.099609375,25837.25,0,25852.776167968743,25869.093249999998,25847.921708984373,25863.087249999997,0,10000.0,,,,
2025-10-24 05:00:00+00:00,25832.150390625,25834.5,25816.349609375,25826.650390625,0,25857.982541015623,25860.334499999997,25842.165958984373,25852.477041015623,0,10000.0,,,,
2025-10-24 05:05:00+00:00,25830.349609375,25840.099609375,25829.400390625,25832.849609375,0,25856.17995898437,25865.939708984373,25855.229791015623,25858.68245898437,0,10000.0,,,,
2025-10-24 05:10:00+00:00,25819.80078125,25830.44921875,25811.44921875,25830.44921875,0,25845.62058203125,25856.279667968745,25837.26066796875,25856.279667968745,0,10000.0,,,,
2025-10-24 05:15:00+00:00,25826.5,25827.900390625,25810.55078125,25820.25,0,25852.3265,25853.72829101562,25836.361332031247,25846.070249999997,0,10000.0,,,,
2025-10-24 05:20:00+00:00,25823.849609375,25831.30078125,25820.0,25826.55078125,0,25849.673458984373,25857.132082031247,25845.819999999996,25852.377332031247,0,10000.0,,,,
2025-10-24 05:25:00+00:00,25825.05078125,25825.5,25812.650390625,25823.650390625,0,25850.875832031248,25851.325499999995,25838.46304101562,25849.474041015623,0,10000.0,,,,
2025-10-24 05:30:00+00:00,25821.400390625,25832.25,25815.75,25824.599609375,0,25847.22179101562,25858.082249999996,25841.565749999998,25850.424208984372,0,10000.0,,,,
2025-10-24 05:35:00+00:00,25811.05078125,25829.80078125,25796.5,25820.099609375,0,25836.86183203125,25855.63058203125,25822.296499999997,25845.919708984373,0,10000.0,,,,
2025-10-24 05:40:00+00:00,25827.30078125,25835.44921875,25800.650390625,25812.05078125,0,25853.12808203125,25861.284667968746,25826.45104101562,25837.862832031245,0,10000.0,,,,
2025-10-24 05:45:00+00:00,25816.349609375,25829.150390625,25811.05078125,25826.30078125,0,25842.165958984373,25854.979541015622,25836.86183203125,25852.127082031246,0,10000.0,,,,
2025-10-24 05:50:00+00:00,25827.599609375,25830.44921875,25811.150390625,25816.44921875,0,25853.427208984373,25856.279667968745,25836.961541015622,25842.265667968746,0,10000.0,,,,
2025-10-24 05:55:00+00:00,25801.849609375,25827.5,25799.900390625,25827.5,0,25827.65145898437,25853.327499999996,25825.700291015622,25853.327499999996,0,10000.0,,,,
2025-10-24 06:00:00+00:00,25812.150390625,25812.650390625,25783.75,25801.349609375,0,25837.962541015622,25838.46304101562,25809.53375,25827.150958984374,0,10000.0,,,,
2025-10-24 06:05:00+00:00,25812.75,25824.75,25800.0,25812.05078125,0,25838.56275,25850.574749999996,25825.799999999996,25837.862832031245,0,10000.0,,,,
2025-10-24 06:10:00+00:00,25837.099609375,25839.400390625,25811.55078125,25812.80078125,0,25862.936708984373,25865.23979101562,25837.362332031247,25838.61358203125,0,10000.0,,,,
2025-10-24 06:15:00+00:00,25833.44921875,25847.19921875,25833.150390625,25836.900390625,0,25859.282667968742,25873.046417968748,25858.983541015623,25862.737291015623,0,10000.0,,,,
2025-10-24 06:20:00+00:00,25833.5,25850.5,25831.69921875,25833.55078125,0,25859.3335,25876.350499999997,25857.530917968747,25859.384332031248,0,10000.0,,,,
2025-10-24 06:25:00+00:00,25821.80078125,25838.849609375,25821.69921875,25833.05078125,0,25847.622582031247,25864.688458984372,25847.520917968748,25858.883832031246,0,10000.0,,,,
2025-10-24 06:30:00+00:00,25821.650390625,25828.19921875,25815.099609375,25821.150390625,0,25847.472041015622,25854.027417968748,25840.914708984372,25846.97154101562,0,10000.0,,,,
2025-10-24 06:35:00+00:00,25852.0,25852.44921875,25820.849609375,25822.30078125,0,25877.852,25878.301667968746,25846.670458984372,25848.12308203125,0,10000.0,,,,
2025-10-24 06:40:00+00:00,25850.44921875,25857.849609375,25845.099609375,25851.150390625,0,25876.299667968746,25883.707458984372,25870.94470898437,25877.001541015623,0,10000.0,,,,
2025-10-24 06:45:00+00:00,25840.25,25852.650390625,25838.25,25850.25,0,25866.09025,25878.50304101562,25864.088249999997,25876.100249999996,0,10000.0,,,,
2025-10-24 06:50:00+00:00,25868.19921875,25868.400390625,25837.900390625,25840.30078125,0,25894.06741796875,25894.268791015624,25863.738291015623,25866.14108203125,0,10000.0,,,,
2025-10-24 06:55:00+00:00,25843.55078125,25874.69921875,25841.650390625,25867.849609375,0,25869.394332031246,25900.573917968748,25867.492041015623,25893.71745898437,0,10000.0,,,,
2025-10-24 07:00:00+00:00,25836.849609375,25845.69921875,25831.400390625,25843.400390625,0,25862.68645898437,25871.544917968746,25857.231791015623,25869.243791015622,0,10000.0,,,,
2025-10-24 07:05:00+00:00,25851.900390625,25852.900390625,25836.400390625,25838.650390625,0,25877.752291015626,25878.753291015622,25862.23679101562,25864.489041015622,0,10000.0,,,,
2025-10-24 07:10:00+00:00,25842.44921875,25853.150390625,25827.0,25851.5,0,25868.291667968748,25879.003541015623,25852.826999999997,25877.351499999997,0,10000.0,,,,
2025-10-24 07:15:00+00:00,25835.94921875,25845.69921875,25835.30078125,25841.150390625,0,25861.78516796875,25871.544917968746,25861.136082031247,25866.99154101562,0,10000.0,,,,
2025-10-24 07:20:00+00:00,25816.75,25838.0,25814.55078125,25835.05078125,0,25842.56675,25863.837999999996,25840.365332031248,25860.885832031247,0,10000.0,,,,
2025-10-24 07:25:00+00:00,25810.69921875,25821.5,25806.0,25816.75,0,25836.509917968742,25847.3215,25831.805999999997,25842.566749999998,0,10000.0,,,,
2025-10-24 07:30:00+00:00,25822.900390625,25824.099609375,25807.80078125,25810.75,0,25848.723291015624,25849.923708984374,25833.608582031247,25836.560749999997,0,10000.0,,,,
2025-10-24 07:35:00+00:00,25817.44921875,25825.75,25807.0,25822.75,0,25843.266667968743,25851.575749999996,25832.806999999997,25848.572749999996,0,10000.0,,,,
2025-10-24 07:40:00+00:00,25825.94921875,25826.94921875,25814.0,25816.69921875,0,25851.775167968743,25852.776167968746,25839.814,25842.515917968747,0,10000.0,,,,
2025-10-24 07:45:00+00:00,25810.5,25831.099609375,25802.25,25826.400390625,0,25836.3105,25856.93070898437,25828.052249999997,25852.226791015622,0,10000.0,,,,
2025-10-24 07:50:00+00:00,25792.80078125,25817.349609375,25789.44921875,25809.599609375,0,25818.593582031248,25843.166958984373,25815.238667968748,25835.409208984373,0,10000.0,,,,
2025-10-24 07:55:00+00:00,25771.5,25797.900390625,25770.400390625,25792.80078125,0,25797.2715,25823.698291015622,25796.170791015622,25818.593582031248,0,10000.0,,,,
